NO,TICKER,URL,English_total,Total,CE0_name,CEO_num,Pros1_text,Pros1_color,Pros1_num,Pros2_text,Pros2_color,Pros2_num,Pros3_text,Pros3_color,Pros3_num,Pros4_text,Pros4_color,Pros4_num,Pros5_text,Pros5_color,Pros5_num,Cons1_text,Cons1_color,Cons2_num,Cons2_text,Cons2_color,Cons2_num,Cons3_text,Cons3_color,Cons3_num,Cons4_text,Cons4_color,Cons4_num,Cons5_text,Cons5_color,Cons5_num
323,HOLX,https://www.glassdoor.com/Reviews/Hologic-Reviews-E1568.htm,686,803,Steve MacMillan,334,The expectations and work-life balance are reasonable for the industry,work-life balance,48,"good working environment, great people",great people,33,"great company culture, great products",great products,32,"great company to work for, everyone was nice and helpful",great company,26,"Collaborative, supportive and fun work environment",work environment,23,The expectations and work-life balance are reasonable for the industry,work-life balance,48,"good working environment, great people",great people,33,"great company culture, great products",great products,32,"great company to work for, everyone was nice and helpful",great company,26,"Collaborative, supportive and fun work environment",work environment,23
221,FRC,https://www.glassdoor.com/Reviews/First-Republic-Bank-Reviews-E859.htm,514,586,James H. Herbert II and Gaye Erkan,313,Good benefits and some work life balance,Good benefits,30,"For such a large bank, everyone is treated extremely well with great benefits",great benefits,28,Collaborative work environment made for a great experience,work environment,20,great culture and nice yearly bonus,great culture,19,Amazing benefits and work life balance,work life balance,15,Good benefits and some work life balance,Good benefits,30,"For such a large bank, everyone is treated extremely well with great benefits",great benefits,28,Collaborative work environment made for a great experience,work environment,20,great culture and nice yearly bonus,great culture,19,Amazing benefits and work life balance,work life balance,15
233,WMB,https://www.glassdoor.com/Reviews/Williams-Reviews-E736.htm,441,497,Alan S. Armstrong,215,Work life balance is heavily promoted,Work life balance,54,"Ample opportunities, good work life balance, good benefits",good benefits,35,"Great Benefits and pay, great place to work",Great Benefits,34,I worked with a lot of great people at Williams,great people,29,"Great company, Williams encourages moving across business units which is great",Great company,28,Work life balance is heavily promoted,Work life balance,54,"Ample opportunities, good work life balance, good benefits",good benefits,35,"Great Benefits and pay, great place to work",Great Benefits,34,I worked with a lot of great people at Williams,great people,29,"Great company, Williams encourages moving across business units which is great",Great company,28
266,FLT,https://www.glassdoor.com/Reviews/FLEETCOR-Reviews-E18171.htm,477,510,Ron Clarke,264,"good benefits, uncapped commissions, strong partnership culture",good benefits,19,Great Benefits and generous PTO,Great Benefits,15,Great people to work with awesome benefits,Great people,15,Work/Life balance is excellent and my colleagues are some of the smartest people I've ever met,Work/Life balance,12,I never realized what a great company I work for until the Pandemic hit,great company,10,"good benefits, uncapped commissions, strong partnership culture",good benefits,19,Great Benefits and generous PTO,Great Benefits,15,Great people to work with awesome benefits,Great people,15,Work/Life balance is excellent and my colleagues are some of the smartest people I've ever met,Work/Life balance,12,I never realized what a great company I work for until the Pandemic hit,great company,10
267,DTE,https://www.glassdoor.com/Reviews/DTE-Energy-Reviews-E199.htm,455,702,Jerry Norcia,71,"Good Pay, Excellent working environment",Good Pay,43,"Work Environment, Decent Pay, Good Company",Work Environment,36,Great office filled with great people,great people,26,Great company and great culture,Great company,23,"They really respect their Employees, give good benefits even for interns",good benefits,18,"Good Pay, Excellent working environment",Good Pay,43,"Work Environment, Decent Pay, Good Company",Work Environment,36,Great office filled with great people,great people,26,Great company and great culture,Great company,23,"They really respect their Employees, give good benefits even for interns",good benefits,18
222,KMI,https://www.glassdoor.com/Reviews/Kinder-Morgan-Reviews-E4156.htm,602,637,Steve Kean,188,Good benefits and they promote within,Good benefits,51,Job Security and Great Benefits,Great Benefits,31,Friendly & open work environment,work environment,28,Good pay if you are willing to work many hours,Good pay,27,"Pay and benefits, a lot to learn on the job site",Pay and benefits,19,Good benefits and they promote within,Good benefits,51,Job Security and Great Benefits,Great Benefits,31,Friendly & open work environment,work environment,28,Good pay if you are willing to work many hours,Good pay,27,"Pay and benefits, a lot to learn on the job site",Pay and benefits,19
234,ROK,https://www.glassdoor.com/Reviews/Rockwell-Automation-Reviews-E567.htm,1717,2186,Blake Moret,599,Work life balance is good in Rockwell,Work life balance,159,Great work environment and team,work environment,99,Great people and good ethical company,Great people,67,"good people, flexible work environment",flexible work,47,Good Company and a stable business,Good Company,45,Work life balance is good in Rockwell,Work life balance,159,Great work environment and team,work environment,99,Great people and good ethical company,Great people,67,"good people, flexible work environment",flexible work,47,Good Company and a stable business,Good Company,45
324,HIG,https://www.glassdoor.com/Reviews/The-Hartford-Reviews-E4314.htm,2533,2630,Christopher Swift,1004,great work life balance and good mentorship,work life balance,228,Work schedules and work from home is very flexible,work from home,134,"Friendly, work life balance, good benefits",good benefits,114,"Great Benefits, Very Friendly Environment",Great Benefits,100,Lots of great people to work with,great people,84,great work life balance and good mentorship,work life balance,228,Work schedules and work from home is very flexible,work from home,134,"Friendly, work life balance, good benefits",good benefits,114,"Great Benefits, Very Friendly Environment",Great Benefits,100,Lots of great people to work with,great people,84
235,PEG,https://www.glassdoor.com/Reviews/PSEG-Reviews-E16719.htm,515,634,Ralph Izzo,236,"Good pay and benifits, large company with job growth potential",Good pay,43,It?€?s great company with good benefits,good benefits,38,Great work environment and nice people,work environment,25,"Great place to work, Great benefits",Great benefits,21,There is a growing emphasis on work/ life balance,work/ life balance,19,"Good pay and benifits, large company with job growth potential",Good pay,43,It?€?s great company with good benefits,good benefits,38,Great work environment and nice people,work environment,25,"Great place to work, Great benefits",Great benefits,21,There is a growing emphasis on work/ life balance,work/ life balance,19
223,CARR,https://www.glassdoor.com/Reviews/Carrier-Reviews-E11042.htm,859,1177,David Gitlin,112,The have good benefits and vacation,good benefits,38,Contract work pays well and there's work/life balance,work/life balance,36,Good people working there with lots of real work technical skills,Good people,29,Good pay and can gain good experience,Good pay,27,"Good work environment, & management",work environment,26,The have good benefits and vacation,good benefits,38,Contract work pays well and there's work/life balance,work/life balance,36,Good people working there with lots of real work technical skills,Good people,29,Good pay and can gain good experience,Good pay,27,"Good work environment, & management",work environment,26
